query_id,source_id,board_index,crop_x,crop_y,crop_w,crop_h,crop_x1,crop_y1,long_side,short_side,aspect,query_rotation_deg,expected_alignment_angle_deg,source_width,source_height,aged_query_path,ground_truth_mask_path
log22_board6,log22,6,2235,1544,198,706,2433,2250,706,198,3.56565657,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log22_board6.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log22_board6.png
log22_board7,log22,7,2157,2086,191,759,2348,2845,759,191,3.97382199,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log22_board7.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log22_board7.png
log22_board8,log22,8,2547,1134,208,751,2755,1885,751,208,3.61057692,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log22_board8.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log22_board8.png
log22_board9,log22,9,2362,1067,924,353,3286,1420,924,353,2.61756374,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log22_board9.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log22_board9.png
log22_board10,log22,10,2393,1657,712,353,3105,2010,712,353,2.01699717,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log22_board10.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log22_board10.png
log23_board1,log23,1,1950,1784,329,965,2279,2749,965,329,2.93313070,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log23_board1.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log23_board1.png
log23_board2,log23,2,2350,1274,325,932,2675,2206,932,325,2.86769231,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log23_board2.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log23_board2.png
log23_board3,log23,3,2192,2201,1006,262,3198,2463,1006,262,3.83969466,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log23_board3.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log23_board3.png
log23_board4,log23,4,1696,1078,908,369,2604,1447,908,369,2.46070461,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log23_board4.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log23_board4.png
log23_board5,log23,5,2133,2146,921,317,3054,2463,921,317,2.90536278,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log23_board5.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log23_board5.png
log23_board6,log23,6,1473,1580,272,902,1745,2482,902,272,3.31617647,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log23_board6.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log23_board6.png
log23_board7,log23,7,2249,983,992,491,3241,1474,992,491,2.02036660,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log23_board7.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log23_board7.png
log23_board8,log23,8,2268,1796,817,404,3085,2200,817,404,2.02227723,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log23_board8.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log23_board8.png
log23_board9,log23,9,2739,1199,857,388,3596,1587,857,388,2.20876289,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log23_board9.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log23_board9.png
log23_board10,log23,10,2106,1501,368,1037,2474,2538,1037,368,2.81793478,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log23_board10.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log23_board10.png
log24_board1,log24,1,1728,2027,1002,266,2730,2293,1002,266,3.76691729,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log24_board1.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log24_board1.png
log24_board2,log24,2,2878,1034,419,959,3297,1993,959,419,2.28878282,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log24_board2.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log24_board2.png
log24_board3,log24,3,1333,1354,513,1066,1846,2420,1066,513,2.07797271,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log24_board3.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log24_board3.png
log24_board4,log24,4,2723,1301,440,1016,3163,2317,1016,440,2.30909091,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log24_board4.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log24_board4.png
log24_board5,log24,5,3367,850,421,1037,3788,1887,1037,421,2.46318290,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log24_board5.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log24_board5.png
log24_board6,log24,6,1564,1558,1203,310,2767,1868,1203,310,3.88064516,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log24_board6.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log24_board6.png
log24_board7,log24,7,2974,591,356,1090,3330,1681,1090,356,3.06179775,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log24_board7.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log24_board7.png
log24_board8,log24,8,1884,645,1237,313,3121,958,1237,313,3.95207668,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log24_board8.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log24_board8.png
log24_board9,log24,9,2509,555,1018,412,3527,967,1018,412,2.47087379,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log24_board9.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log24_board9.png
log24_board10,log24,10,2374,901,1188,302,3562,1203,1188,302,3.93377483,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log24_board10.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log24_board10.png
log25_board1,log25,1,1708,1610,429,1144,2137,2754,1144,429,2.66666667,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log25_board1.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log25_board1.png
log25_board2,log25,2,1939,536,249,921,2188,1457,921,249,3.69879518,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log25_board2.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log25_board2.png
log25_board3,log25,3,2215,1762,952,265,3167,2027,952,265,3.59245283,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log25_board3.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log25_board3.png
log25_board4,log25,4,2218,1775,518,1052,2736,2827,1052,518,2.03088803,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log25_board4.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log25_board4.png
log25_board5,log25,5,2131,1340,1011,358,3142,1698,1011,358,2.82402235,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log25_board5.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log25_board5.png
log25_board6,log25,6,2501,1695,392,896,2893,2591,896,392,2.28571429,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log25_board6.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log25_board6.png
log25_board7,log25,7,1698,1798,365,895,2063,2693,895,365,2.45205479,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log25_board7.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log25_board7.png
log25_board8,log25,8,3128,1442,351,1015,3479,2457,1015,351,2.89173789,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log25_board8.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log25_board8.png
log25_board9,log25,9,1851,1747,979,246,2830,1993,979,246,3.97967480,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log25_board9.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log25_board9.png
log25_board10,log25,10,2080,2277,1028,388,3108,2665,1028,388,2.64948454,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log25_board10.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log25_board10.png
log26_board1,log26,1,2910,1322,424,1100,3334,2422,1100,424,2.59433962,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log26_board1.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log26_board1.png
log26_board2,log26,2,2456,1862,280,1056,2736,2918,1056,280,3.77142857,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log26_board2.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log26_board2.png
log26_board3,log26,3,2213,1824,335,1026,2548,2850,1026,335,3.06268657,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log26_board3.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log26_board3.png
log26_board4,log26,4,2489,1781,382,1159,2871,2940,1159,382,3.03403141,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log26_board4.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log26_board4.png
log26_board5,log26,5,2833,447,244,937,3077,1384,937,244,3.84016393,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log26_board5.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log26_board5.png
log26_board6,log26,6,2401,852,922,255,3323,1107,922,255,3.61568627,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log26_board6.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log26_board6.png
log26_board7,log26,7,2341,1508,1030,267,3371,1775,1030,267,3.85767790,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log26_board7.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log26_board7.png
log26_board8,log26,8,1820,1215,1113,405,2933,1620,1113,405,2.74814815,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log26_board8.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log26_board8.png
log26_board9,log26,9,3219,743,273,900,3492,1643,900,273,3.29670330,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log26_board9.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log26_board9.png
log26_board10,log26,10,2283,1446,989,323,3272,1769,989,323,3.06191950,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log26_board10.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log26_board10.png
log27_board1,log27,1,2697,1756,260,975,2957,2731,975,260,3.75000000,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log27_board1.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log27_board1.png
log27_board2,log27,2,3148,1208,315,947,3463,2155,947,315,3.00634921,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log27_board2.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log27_board2.png
log27_board3,log27,3,3196,1288,408,950,3604,2238,950,408,2.32843137,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log27_board3.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log27_board3.png
log27_board4,log27,4,3487,1412,336,918,3823,2330,918,336,2.73214286,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log27_board4.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log27_board4.png
log27_board5,log27,5,1675,1914,931,275,2606,2189,931,275,3.38545455,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log27_board5.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log27_board5.png
log27_board6,log27,6,2541,1550,346,1145,2887,2695,1145,346,3.30924855,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log27_board6.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log27_board6.png
log27_board7,log27,7,2828,1297,944,339,3772,1636,944,339,2.78466077,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log27_board7.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log27_board7.png
log27_board8,log27,8,2347,500,479,1143,2826,1643,1143,479,2.38622129,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log27_board8.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log27_board8.png
log27_board9,log27,9,2316,2049,452,1128,2768,3177,1128,452,2.49557522,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log27_board9.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log27_board9.png
log27_board10,log27,10,3568,1044,281,910,3849,1954,910,281,3.23843416,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log27_board10.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log27_board10.png
log28_board1,log28,1,1420,1149,875,421,2295,1570,875,421,2.07838480,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log28_board1.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log28_board1.png
log28_board2,log28,2,1798,2347,840,365,2638,2712,840,365,2.30136986,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log28_board2.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log28_board2.png
log28_board3,log28,3,2578,1079,325,1042,2903,2121,1042,325,3.20615385,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log28_board3.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log28_board3.png
log28_board4,log28,4,2050,1440,361,984,2411,2424,984,361,2.72576177,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log28_board4.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log28_board4.png
log28_board5,log28,5,1320,1913,997,356,2317,2269,997,356,2.80056180,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log28_board5.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log28_board5.png
log28_board6,log28,6,1441,2034,964,475,2405,2509,964,475,2.02947368,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log28_board6.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log28_board6.png
log28_board7,log28,7,2413,1805,1090,353,3503,2158,1090,353,3.08781870,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log28_board7.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log28_board7.png
log28_board8,log28,8,1465,652,448,1019,1913,1671,1019,448,2.27455357,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log28_board8.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log28_board8.png
log28_board9,log28,9,1377,1139,1055,295,2432,1434,1055,295,3.57627119,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log28_board9.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log28_board9.png
log28_board10,log28,10,1464,1394,417,847,1881,2241,847,417,2.03117506,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log28_board10.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log28_board10.png
log29_board1,log29,1,1491,1691,843,357,2334,2048,843,357,2.36134454,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log29_board1.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log29_board1.png
log29_board2,log29,2,2401,900,894,310,3295,1210,894,310,2.88387097,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log29_board2.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log29_board2.png
log29_board3,log29,3,2041,1054,379,1083,2420,2137,1083,379,2.85751979,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log29_board3.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log29_board3.png
log29_board4,log29,4,1410,1251,245,907,1655,2158,907,245,3.70204082,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log29_board4.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log29_board4.png
log29_board5,log29,5,2668,1719,410,913,3078,2632,913,410,2.22682927,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log29_board5.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log29_board5.png
log29_board6,log29,6,2443,1134,1080,306,3523,1440,1080,306,3.52941176,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log29_board6.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log29_board6.png
log29_board7,log29,7,2181,565,423,917,2604,1482,917,423,2.16784870,0,0,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log29_board7.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log29_board7.png
log29_board8,log29,8,2259,886,433,1030,2692,1916,1030,433,2.37875289,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log29_board8.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log29_board8.png
log29_board9,log29,9,2318,2021,1015,379,3333,2400,1015,379,2.67810026,180,180,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log29_board9.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log29_board9.png
log29_board10,log29,10,2180,2133,998,313,3178,2446,998,313,3.18849840,90,270,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log29_board10.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log29_board10.png
log30_board1,log30,1,2719,2109,954,348,3673,2457,954,348,2.74137931,270,90,4624,3468,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-autun-t2-virtual-sawn-full-similarity/seg/log30_board1.jpg,/home/sshirodk/Documents/Biomtrace-new/matching/spatial/ducret-traceability-evaluation-v18/dataset/localization_ground_truth_masks/log30_board1.png
